,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,n_words,vader_sentiment,rel_char_len
38038,30047357,BEAUTIFUL COZY ROOM IN HOUSE,204906313,Iryna,Brooklyn,Sheepshead Bay,40.59021,-73.948,Private room,55,1,45,2019-06-15,5.74,3,83,5,0.5994,0.56
12195,9457285,The Central Park Studio,8604689,Emel,Manhattan,Upper East Side,40.76892,-73.96845,Entire home/apt,214,3,151,2019-06-26,3.58,1,219,4,0.0,0.46
16712,13369841,Charming LES Backyard w/ brick exposed large  Bdrm,15318852,Patrick,Manhattan,Lower East Side,40.71775,-73.98612,Private room,99,2,22,2017-06-18,0.59,1,365,8,0.5423,1.0
5182,3741405,2br in Manhattan NY ,10577253,Nataly,Manhattan,Harlem,40.81217,-73.95303,Entire home/apt,150,1,3,2016-01-02,0.05,1,0,4,0.0,0.4
38385,30227667,"Lovely studio next to Penn Station ,",8073725,Ronni,Manhattan,Chelsea,40.74875,-73.99697,Entire home/apt,175,1,24,2019-06-25,3.17,1,365,7,0.5859,0.72
671,253548,Well Kept  Private Room around  Brighton  Beach,1331493,Olia,Brooklyn,Brighton Beach,40.58147,-73.96726,Private room,69,1,2,2015-06-25,0.04,1,303,7,0.2732,0.94
9099,6971639,ACADIA Spacious 2 Bedroom Apt - Close to Hospitals,25237492,Juliana,Manhattan,Upper East Side,40.76021,-73.96157,Entire home/apt,165,30,10,2018-11-18,0.22,34,346,9,0.0,1.0
20949,16586966,Huge quiet modern oasis,9398673,Tal,Brooklyn,Prospect Heights,40.67915,-73.96913,Entire home/apt,150,2,2,2018-02-15,0.11,1,0,4,0.3182,0.46
36002,28608063,South Bronx Oasis - Stunning 1 Bedroom Apartment,214871546,Dion,Bronx,Longwood,40.82718,-73.90241,Entire home/apt,90,2,58,2019-06-30,6.8,1,301,8,0.3818,0.96
22578,18265387,Beautiful Room with Private Bathroom by Bushwick!!,99608108,Osa,Brooklyn,Bushwick,40.70464,-73.91556,Private room,69,2,23,2019-06-03,0.89,3,145,9,0.6688,1.0
12023,9360968,Sunny 2nd Bedroom in Cheery Bushwick Apt,29988752,Charis,Brooklyn,Bushwick,40.7047,-73.92109,Private room,100,2,22,2017-11-06,0.5,1,0,7,0.7506,0.8
16645,13314206,Beautiful Spacious  Apt. in Washington Heights!,2383846,Lisa,Manhattan,Washington Heights,40.83945,-73.94353,Entire home/apt,110,14,5,2018-08-24,0.14,1,0,8,0.636,0.94
18354,14406826,"Cozy , Comfortable Accommodations!",88593699,Stacey-Ann,Brooklyn,Bedford-Stuyvesant,40.67984,-73.91151,Private room,80,1,15,2017-01-24,0.42,1,189,5,0.5562,0.68
12677,9720809,Centrally located Times Square large room,31626212,Troy,Manhattan,Midtown,40.74826,-73.98653,Private room,100,30,2,2019-06-22,2.0,5,248,6,0.0,0.82
28999,22321796,Brooklyn cute corner-unit modern apartment!,68822704,Stefanie,Brooklyn,Bedford-Stuyvesant,40.68345,-73.95078,Entire home/apt,60,4,1,2018-01-02,0.05,1,0,6,0.5093,0.86
35588,28253482,Artsy Brooklyn Apartment,4601788,Heather Marie,Brooklyn,Flatbush,40.64402,-73.96489,Private room,50,1,5,2018-12-02,0.53,1,0,3,0.0,0.48
34061,26989176,"Modern, Cozy Apt Share for Young Professionals",2822805,Ollie,Brooklyn,Bedford-Stuyvesant,40.68585,-73.94919,Private room,60,30,3,2019-03-01,0.45,8,221,8,0.296,0.92
40944,31852479,Cozy and warm private room,120974332,Jessi,Manhattan,East Harlem,40.79568,-73.93368,Private room,50,2,6,2019-06-18,1.1,2,5,5,0.2263,0.52
4129,2659477,Stunning 1BR apt  UES/Harlem,2294061,Kurtis,Manhattan,East Harlem,40.7913,-73.94265,Entire home/apt,140,3,2,2015-12-13,0.04,1,0,4,0.3818,0.56
35485,28154635,Upper West Side 1 Bedroom Apt near Central Park,212661859,Amita,Manhattan,Upper West Side,40.78333,-73.98089,Entire home/apt,199,4,6,2018-11-18,0.58,1,0,9,0.0,0.94
31398,24398061,Cute and Cozy Bushwick BR,53163551,Amanda,Brooklyn,Bushwick,40.70037,-73.91751,Private room,35,14,4,2018-06-16,0.28,1,0,5,0.4588,0.5
3657,2201154,Prime E. Village at St. Marks Place,5081260,Eden,Manhattan,NoHo,40.7278,-73.99205,Private room,208,2,38,2019-06-18,0.6,1,313,7,0.0,0.7
36448,28978510,Quite 1 Bedroom Apartment near EBS,211549023,Studioplus,Manhattan,Midtown,40.74822,-73.9873,Entire home/apt,240,2,14,2019-06-22,1.95,13,279,6,0.0,0.68
38876,30425770,Queens Corner Lot,128580688,-TheQueensCornerLot,Queens,Queens Village,40.70524,-73.73349,Entire home/apt,150,1,51,2019-07-07,7.43,1,248,3,0.0,0.34
41845,32531409,"Luxury home, 2700 sq ft, 20 m to airports/City/LI!",168814318,Misha,Queens,Jamaica Estates,40.71894,-73.78188,Entire home/apt,250,2,15,2019-06-30,4.46,1,94,12,0.0,1.0
22198,17880254,Spacious New York City Travelers Getaway,9808458,Zain,Bronx,Kingsbridge,40.8709,-73.89946,Shared room,60,2,11,2019-01-01,0.52,4,365,6,0.0,0.8
10522,8069765,Brooklyn Jeff L Huge Room and yard!,42623155,Edward,Brooklyn,Bushwick,40.70343,-73.92538,Private room,75,10,1,2015-09-16,0.02,1,0,8,0.3802,0.7
3411,2046225,"Large, Sunny Brooklyn Apartment",10490291,Lauren,Brooklyn,Crown Heights,40.66539,-73.95651,Entire home/apt,120,2,3,2016-08-29,0.04,1,0,5,0.4215,0.62
31354,24360537,Lovely cozy studio in Upper East Side,150629197,Lana,Manhattan,Upper East Side,40.77759,-73.94688,Entire home/apt,118,3,1,2018-04-13,0.07,2,0,7,0.5859,0.74
46702,35386373,Great private outdoor space near LES skate park,5971983,Nate,Manhattan,Two Bridges,40.71192,-73.99539,Private room,77,1,2,2019-06-23,2.0,1,161,8,0.6249,0.94
29321,22485685,Dina airbnb 61 street east D,164886138,Eliahu,Manhattan,Upper East Side,40.76015,-73.96227,Entire home/apt,140,2,4,2019-03-24,0.53,11,354,6,0.0,0.56
14489,11401884,Charming Pied-à-terre à New York!,59849677,Tom & Mel,Manhattan,East Harlem,40.79736,-73.94442,Private room,100,2,77,2019-07-06,1.9,1,235,6,0.6239,0.66
2045,916311,Rooms in Spacious East Village Apt.,511175,Luis,Manhattan,East Village,40.72361,-73.97877,Private room,180,3,5,2017-02-19,0.08,2,31,7,0.0,0.7
37833,29946107,"Spacious, sun-filled apartment in family townhome",3662048,Daphne,Brooklyn,Carroll Gardens,40.67948,-73.99531,Entire home/apt,147,6,14,2019-06-21,1.84,1,14,7,0.0,0.98
22752,18412771,Great room for students and tourists,127583166,Maite,Manhattan,Washington Heights,40.8398,-73.94384,Private room,55,21,8,2018-11-18,0.52,2,38,6,0.6249,0.72
6826,4880542,Artists Home with Large  Sunny Backyard+Parking,66276,Lee,Brooklyn,Williamsburg,40.7077,-73.94785,Entire home/apt,190,6,8,2019-01-02,0.16,1,5,6,0.4215,0.94
12581,9677744,Affordable Studio next to Subway,50001302,David,Manhattan,Harlem,40.82476,-73.9438,Entire home/apt,77,4,63,2018-04-16,1.56,1,0,5,0.0,0.64
15759,12738790,Bright & Spacious E. Village 1 Bdrm,18351258,Michael,Manhattan,East Village,40.72872,-73.98098,Entire home/apt,250,2,29,2018-05-13,0.76,1,0,7,0.4404,0.7
24537,19732045,Big apartment in Bushwick... art--nightlife--food!,21772781,Edward,Brooklyn,Bushwick,40.70268,-73.91582,Entire home/apt,77,3,4,2019-04-24,0.18,1,0,11,0.0,1.0
40264,31223941,Neat & Tidy - East Village,1717520,Andrew,Manhattan,East Village,40.72405,-73.9845,Entire home/apt,187,3,1,2019-01-17,0.17,2,0,6,0.4588,0.52
22417,18108849,Best location to live in Astoria,124741583,Marina,Queens,Astoria,40.76601,-73.91841,Private room,49,5,2,2017-06-27,0.08,1,179,6,0.6369,0.64
17060,13533366,Large Room with Private Entrance Easy commute,1535912,Sijia,Brooklyn,Bushwick,40.69849,-73.923,Private room,75,2,170,2019-07-01,4.58,1,37,7,0.4404,0.9
38444,30256952,Warm little building 温馨小筑 따뜻한 작은 건물 G,92706260,Kane,Queens,Flushing,40.73888,-73.8206,Private room,45,1,33,2019-07-01,4.48,5,80,8,0.2263,0.74
39177,30558097,Warm Cozy Apt in Brooklyn,229269352,Neil,Brooklyn,Bedford-Stuyvesant,40.68879,-73.9534,Private room,120,2,2,2019-01-01,0.3,1,89,5,0.2263,0.5
40391,31315168,Brooklyn Bed,5800174,Rena,Brooklyn,Prospect Heights,40.67632,-73.96617,Private room,70,2,17,2019-06-30,2.82,1,26,2,0.0,0.24
14503,11421994,Spacious Flat in HeArt of Bushwick!,51276298,Kayan,Queens,Ridgewood,40.70679,-73.91692,Entire home/apt,118,2,153,2019-06-16,3.77,1,337,7,0.0,0.7
45353,34688096,BEAUTIFUL 4BEDS / 2 BATHS -  ROOF & GYM,261669663,Brenda,Brooklyn,Bushwick,40.69854,-73.92642,Entire home/apt,275,3,7,2019-07-05,4.04,1,339,9,0.5994,0.78
8608,6620911,Gramercy Studio w/ Private Garden,2128805,Lola,Manhattan,Gramercy,40.73391,-73.98552,Entire home/apt,150,3,12,2019-06-10,0.24,1,38,5,0.0,0.66
38933,30442290,Modern Private Bedroom in Stuyvesant Madison 3L-5,226410657,Nina,Brooklyn,Bedford-Stuyvesant,40.68744,-73.93088,Private room,42,30,1,2019-05-08,0.48,27,346,7,0.0,0.98
39179,30558568,ALL YOU COULD WANT FOR YOUR STAY IN BK!  L/4,229147376,Melly,Brooklyn,Bedford-Stuyvesant,40.68606,-73.95752,Private room,40,15,3,2019-05-03,0.47,11,354,11,0.1511,0.88
31555,24574987,Sunny bedroom at the heart of Harlem,6892560,Rebeca,Manhattan,East Harlem,40.80552,-73.94031,Private room,51,5,16,2019-06-29,1.12,1,17,7,0.4215,0.72
40924,31832773,Great access/2min! U can use 5 lines(EFMR7) !,200239515,Shogo,Queens,Woodside,40.74578,-73.89328,Private room,40,30,1,2019-03-16,0.26,15,1,12,0.6892,0.9
12009,9349950,Spacious Bohemian Apartment,10621509,Taylor,Brooklyn,Bedford-Stuyvesant,40.68137,-73.91479,Entire home/apt,80,5,12,2017-06-15,0.28,1,0,3,0.0,0.54
865,310220,Prime location! Backyard & outdoor shower! Unique!,1590548,Magdalena,Brooklyn,Greenpoint,40.72668,-73.95762,Private room,149,14,65,2018-12-30,0.73,1,364,10,0.0,1.0
7484,5581442,Home 4 Medical Professionals- St Johns Episcopal 4,26377263,Stat,Queens,Far Rockaway,40.59594,-73.75492,Private room,38,30,5,2017-05-13,0.1,43,312,8,0.0,1.0
2998,1747405,"Spacious, Cozy NYC Apartment - 1 Minute to Subway!",9117590,Samantha,Manhattan,East Harlem,40.80012,-73.94087,Private room,87,2,235,2019-06-29,3.37,1,23,11,0.0,1.0
5370,3880588,Penthouse Apt with Roofdeck,4084075,Taz And Nayyirah,Manhattan,Murray Hill,40.74712,-73.97434,Entire home/apt,229,2,21,2018-12-31,0.36,1,0,4,0.0,0.54
164,40453,Charming & Cozy midtown loft any WEEK ENDS  !!!,174025,Sylvia,Manhattan,Upper East Side,40.76123,-73.9642,Entire home/apt,250,3,4,2016-09-23,0.08,1,365,11,0.6884,0.94
12662,9713626,Meatpacking - Luxury Brownstone,13148824,Ali,Manhattan,Chelsea,40.74186,-74.00528,Entire home/apt,280,2,6,2017-01-01,0.14,1,0,4,0.0,0.62
34566,27407257,Cozy 2 bedroom in Bedford Stuyvesant,33750239,Chao,Brooklyn,Bedford-Stuyvesant,40.68634,-73.93817,Entire home/apt,126,2,30,2019-06-18,2.88,2,35,6,0.0,0.72
1357,595321,Williamsburg Peace for the Solo Traveler,898980,Kelly,Brooklyn,Williamsburg,40.71316,-73.94532,Private room,77,3,5,2018-10-21,0.08,1,0,6,0.5423,0.8
30622,23685538,1 bedroom in a 2 bedroom house,37286422,Abir,Queens,Briarwood,40.70739,-73.81327,Private room,45,2,18,2018-08-09,1.15,1,0,7,0.0,0.6
8167,6300424,Sunny Room! Block From park! SwEeT!,19575935,Dov,Brooklyn,Greenpoint,40.72469,-73.95099,Private room,80,1,2,2016-04-03,0.05,1,0,9,0.5826,0.7
22479,18179365,2 bedroom apartment with private Patio,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76318,-73.99462,Entire home/apt,200,30,1,2017-07-29,0.04,31,350,6,0.0,0.76
4154,2686002,Large Clean Room Midtown East NYC,13749425,Juan,Manhattan,Midtown,40.75413,-73.96792,Private room,100,2,198,2019-06-09,3.1,1,305,6,0.4019,0.66
9708,7461910,Brooklyn Brownstone In Historic Bed Stuy - LEGAL,15539137,Natasha,Brooklyn,Bedford-Stuyvesant,40.68906,-73.93751,Entire home/apt,67,2,149,2019-06-24,4.08,1,142,8,0.3034,0.96
27724,21766169,Cozy 2BR in Rockefeller Center / Times Square,4227606,Cindy,Manhattan,Midtown,40.75697,-73.97909,Entire home/apt,255,4,5,2018-05-04,0.26,2,0,8,0.0,0.9
6456,4699963,"Cozy 1BD in PLG, Brooklyn!",24295835,Aaron,Brooklyn,Prospect-Lefferts Gardens,40.66074,-73.96035,Entire home/apt,100,3,15,2017-05-24,0.27,1,0,7,0.0,0.52
46579,35321064,A Peaceful getaway for individuals or couples.,182121197,Katherine,Bronx,Kingsbridge,40.86493,-73.90315,Private room,69,2,2,2019-06-23,2.0,1,86,8,0.4939,0.92
24664,19818393,Large one separate bedroom,90315649,Mike,Manhattan,East Harlem,40.79241,-73.94058,Entire home/apt,135,4,3,2018-06-19,0.12,1,0,4,0.0,0.52
3811,2297147,Gorgeous 1400 Sq Ft Artist's Loft,10674441,Annie,Brooklyn,Bedford-Stuyvesant,40.69329,-73.95607,Private room,75,3,5,2019-01-27,0.08,2,334,7,0.6124,0.66
25233,20191868,3 BR - Great Midtown location off 5th Avenue,26490904,Deo,Manhattan,Midtown,40.76255,-73.97453,Entire home/apt,350,30,2,2018-11-01,0.21,4,332,9,0.6249,0.88
36537,29054423,Spacious bedroom near to subway,79499558,Robertina,Queens,Jackson Heights,40.75346,-73.88397,Private room,68,4,22,2019-07-07,2.45,4,100,5,0.0,0.62
23928,19308387,Private entry apartment on stunning Park Block,40755122,Ann,Brooklyn,Park Slope,40.6704,-73.97432,Entire home/apt,150,3,105,2019-06-30,4.23,1,72,7,-0.0772,0.92
33197,26198109,Modern 1BR in Midtown East by Sonder,12243051,Sonder,Manhattan,Murray Hill,40.74419,-73.97186,Entire home/apt,187,29,1,2019-06-01,0.79,96,335,7,0.0,0.72
15299,12252035,SPACIOUS 2BR PRIME EAST VILLAGE APT,4534893,Alex,Manhattan,East Village,40.72705,-73.98787,Entire home/apt,275,2,70,2019-07-01,1.84,4,307,6,0.0,0.7
18430,14489610,Cosy Designer Apt - vacation or business,4149263,Red,Brooklyn,Greenpoint,40.73433,-73.95401,Entire home/apt,155,4,31,2019-01-04,0.91,1,24,7,0.0,0.8
12184,9451492,"Best location, Midtown Times Square",25406270,Dan,Manhattan,Hell's Kitchen,40.76355,-73.98914,Entire home/apt,125,4,148,2019-07-05,3.69,1,129,6,0.6369,0.7
2693,1444924,New Law in New York | NO  rentals under 30 days..,926743,Lancelot,Brooklyn,Carroll Gardens,40.67947,-73.99709,Entire home/apt,100,30,4,2019-01-28,0.06,1,321,12,-0.4466,0.98
31075,24117765,Spacious sanctuary in the heart of Brooklyn,10642957,Catherine,Brooklyn,Bedford-Stuyvesant,40.68056,-73.94685,Entire home/apt,130,3,2,2018-06-06,0.15,1,0,7,0.0,0.86
18786,14880613,"Cute, central East Village apt",4289248,Tamar,Manhattan,East Village,40.72891,-73.98868,Entire home/apt,300,2,22,2019-05-26,0.64,1,8,6,0.4588,0.6
19669,15755439,2 bedroom  apartment in front of prospect park,3033622,Jose,Brooklyn,Windsor Terrace,40.65237,-73.97365,Entire home/apt,90,7,1,2017-12-31,0.05,2,210,8,0.296,0.92
3305,1975999,Luxury studio,10200352,Marie,Manhattan,Chelsea,40.74163,-73.99857,Entire home/apt,189,3,9,2019-05-13,0.87,1,0,2,0.0,0.26
14021,10685496,"Cozy shared space, heart of Astoria",18192996,Jessica And Danny,Queens,Ditmars Steinway,40.7794,-73.91646,Shared room,22,1,14,2016-12-12,0.34,2,0,7,0.34,0.7
161,39593,"A room w/ a Manhattan view, longer stay",110506,Myung,Queens,Sunnyside,40.74559,-73.92313,Private room,79,30,28,2019-04-12,0.26,1,126,9,0.0,0.78
13281,9998930,Upper West Room Near Columbia U,36279810,Lingzi,Manhattan,Upper West Side,40.80085,-73.96468,Private room,40,6,5,2017-02-01,0.12,1,0,6,0.0,0.62
611,230877,Monthly Apartment Rental,292204,Blanca,Manhattan,East Harlem,40.79239,-73.94535,Entire home/apt,135,28,115,2019-06-30,1.21,2,341,3,0.0,0.48
30001,23096661,1BR Apartment on UWS!,490608,Sush,Manhattan,Morningside Heights,40.80878,-73.95777,Entire home/apt,90,10,5,2019-05-04,0.31,1,0,5,0.0,0.42
22242,17937309,Sunny Apartment in Williamsburg,24258807,Moran& Ori,Brooklyn,Greenpoint,40.72052,-73.94098,Entire home/apt,150,8,12,2019-01-04,0.44,1,0,4,0.4215,0.62
11491,8937816,L-Train -  3BR Duplex in Brooklyn,3538412,Tom,Brooklyn,Williamsburg,40.70573,-73.92887,Entire home/apt,195,4,85,2019-06-19,1.93,1,63,6,0.0,0.66
27855,21824416,Gowanus Inn Boutique Queen,159091490,Melissa,Brooklyn,Gowanus,40.67721,-73.98444,Private room,129,1,7,2019-06-30,0.36,17,364,4,0.0,0.52
35544,28215809,Queen-Sized Private Bedroom in Historic Harlem,92185816,Fiona,Manhattan,Harlem,40.80823,-73.94963,Private room,62,14,1,2019-05-03,0.45,3,265,6,0.0,0.92
29446,22586703,Bright 1 Bed Apartment in central Greenpoint,40543452,Don,Brooklyn,Greenpoint,40.73041,-73.95601,Entire home/apt,120,2,2,2018-11-05,0.24,1,0,7,0.4404,0.88
5103,3664714,Great Greenpoint Apartment,5872286,Tim,Brooklyn,Greenpoint,40.73526,-73.95375,Entire home/apt,110,3,34,2018-05-19,0.57,1,12,3,0.6249,0.52
36400,28952183,Cozy private room in spacious Brooklyn Apartment,19899115,Libby,Brooklyn,Crown Heights,40.67759,-73.9523,Private room,50,2,6,2018-12-10,0.69,2,0,7,0.0,0.96
17205,13623182,"Spacious, Airy room in Williamsburg",7571391,Aidan,Brooklyn,Williamsburg,40.71673,-73.94832,Private room,100,5,1,2016-08-01,0.03,1,0,6,0.0,0.7
36682,29158470,South Slope Townhome,219725282,Jacqueline,Brooklyn,Sunset Park,40.66051,-73.99081,Entire home/apt,400,2,3,2019-04-27,0.4,1,0,3,0.0,0.4
26092,20812587,"Brooklyn At Its Best, Too!",25718914,Ainslie And John,Brooklyn,Prospect-Lefferts Gardens,40.66174,-73.95496,Private room,110,2,43,2019-05-13,1.94,2,182,7,0.6696,0.52
8173,6302996,Spacious Room in Washington Heights,18671223,Josette,Manhattan,Washington Heights,40.84773,-73.93346,Private room,45,1,1,2015-06-26,0.02,1,0,5,0.0,0.7
20068,16069120,An Artist's Inspiration: Sun-Soaked Chelsea Loft,8455543,Jason,Manhattan,Chelsea,40.74292,-73.99969,Entire home/apt,599,2,3,2018-12-28,0.33,1,54,8,0.5267,0.96
41584,32327326,Tabor Room at Incentra Village Hotel,241889662,Incentra,Manhattan,West Village,40.73697,-74.00343,Private room,999,1,2,2019-05-26,0.59,5,334,6,0.0,0.72
4867,3469171,Red Hook Prime 1 BR Priv. Garden 3 blks NYC Ferry,1499484,Tom,Brooklyn,Red Hook,40.67851,-74.01591,Entire home/apt,142,1,169,2019-06-24,2.8,2,306,12,0.0,0.98
3982,2487851,Quintessential W'burg Private Room,12358955,Priya,Brooklyn,Williamsburg,40.71072,-73.96143,Private room,90,2,142,2019-06-16,2.22,2,306,4,0.0,0.68
27698,21752880,Quiet Williamsburg Penthouse with Manhattan views.,22730721,Alex,Brooklyn,Greenpoint,40.71958,-73.94796,Entire home/apt,225,6,8,2018-12-27,0.47,1,0,7,0.0,1.0
22858,18507990,Cozy One Bedroom in a Private House.Safe & Quite.,38604449,Pasang,Queens,Woodside,40.75558,-73.90534,Private room,45,2,30,2019-01-01,1.23,2,242,10,0.0,0.98
47622,35835936,BEAUTIFUL WEST VILLAGE APARTMENT,22550881,Graham,Manhattan,West Village,40.73895,-74.00393,Entire home/apt,151,1,1,2019-07-05,1.0,1,8,4,0.5994,0.64
39123,30531953,SUPERIOR KING ROOM -PRIME WILLIAMSBURG,198861577,Novo,Brooklyn,Williamsburg,40.72132,-73.95463,Private room,295,1,2,2019-04-04,0.6,5,90,5,0.5423,0.76
46069,35060288,"Beautiful, Spacious, Sunny 1 Bed apt. with Rooftop",264101088,Roza,Manhattan,East Village,40.72604,-73.98843,Entire home/apt,255,5,2,2019-06-29,2.0,1,11,11,0.7717,1.0
37114,29509877,Great Location in Midtown! ESB,211549023,Studioplus,Manhattan,Midtown,40.74759,-73.98889,Entire home/apt,220,2,9,2019-06-15,1.54,13,283,6,0.6588,0.6
39399,30717174,E20's- Charm and modern Elevator studio- Quiet,52671461,Andrea,Manhattan,Kips Bay,40.73989,-73.97984,Entire home/apt,150,7,1,2019-03-25,0.28,2,71,7,0.4019,0.92
25395,20308615,Your Oasis in The Bronx!,67223829,Richard & Xio,Bronx,Longwood,40.82406,-73.8934,Entire home/apt,155,3,13,2019-05-01,0.61,1,285,6,0.0,0.48
11672,9080286,Quiet room close to subway.,47353889,Marcelo,Brooklyn,Prospect Heights,40.67939,-73.97126,Private room,75,4,40,2016-09-30,0.89,1,0,6,0.0,0.54
25750,20607771,Clean room 4 blocks to the N/W Train,76829914,Erik,Queens,Astoria,40.76398,-73.91974,Private room,90,5,2,2017-09-20,0.09,1,83,8,0.2023,0.72
9120,6977204,Private Room in Very Convenient Location,687062,Sarah,Manhattan,Harlem,40.81398,-73.95213,Private room,65,1,142,2019-06-21,4.22,1,93,6,0.0,0.8
5338,3851623,"Convenient, Greenwich/West Village Apartment",1582736,Pam,Manhattan,Greenwich Village,40.7338,-73.99498,Entire home/apt,200,5,7,2019-01-05,0.18,1,0,5,0.0,0.88
45324,34677972,Kings Highway Cozy House,167043905,DeAnn,Brooklyn,Flatlands,40.62281,-73.93446,Private room,200,1,3,2019-06-02,2.05,1,87,4,0.0,0.48
33045,26063230,Gorgeous 4 BR apt w. King bed 30 min to Manhattan,1409262,Sarah,Brooklyn,Flatbush,40.6424,-73.95365,Entire home/apt,165,2,49,2019-07-02,4.04,6,191,11,0.6124,0.98
328,80700,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73738,-73.95482,Private room,349,3,7,2019-05-24,0.07,28,60,7,0.0,0.66
42988,33376343,BedStuy Private Room (D7),6206040,Linda,Brooklyn,Bedford-Stuyvesant,40.69058,-73.93068,Private room,49,2,8,2019-07-02,2.93,8,250,6,0.0,0.5
18007,14105220,Sunlight Suite,48910353,Olivia & Fadia,Manhattan,West Village,40.73564,-74.00303,Entire home/apt,300,1,158,2019-07-02,4.39,1,172,2,0.0,0.28
24963,20000260,"Bright, Plant-Filled 2 Bedroom in Prospect Park",16091224,Jesse,Brooklyn,Prospect-Lefferts Gardens,40.65507,-73.96094,Entire home/apt,130,3,1,2017-08-20,0.04,2,0,8,0.6249,0.94
35822,28433844,AC Hotel New York Downtown-7 Nights Min,5144567,Yun,Manhattan,Financial District,40.70999,-74.011,Private room,179,7,9,2019-06-25,0.97,13,349,7,0.0,0.78
1054,439750,Perfect apt. above L train Graham stop,1566042,Haley,Brooklyn,Williamsburg,40.71517,-73.94292,Private room,55,150,10,2018-05-19,0.14,1,97,8,0.3612,0.76
5900,4297952,Awesome Chelsea 1 bedroom,22305520,James,Manhattan,Chelsea,40.7492,-73.99847,Entire home/apt,199,2,194,2019-07-06,3.37,2,178,4,0.6249,0.5
45305,34665010,Entire Newly Renovated 2 Bedroom Private Home,52577963,Mark,Queens,Woodhaven,40.69101,-73.8486,Entire home/apt,199,5,2,2019-06-29,1.2,6,338,7,0.0,0.9
8213,6329973,Times Square room with private bath,31626212,Troy,Manhattan,Theater District,40.75731,-73.98479,Private room,120,60,140,2019-06-24,2.81,5,283,6,0.0,0.7
44827,34418565,"NYC 3 bed, full frnshd Apt, city 5 mins - Monthly",251229393,Rafu,Queens,Sunnyside,40.74546,-73.93341,Entire home/apt,149,4,2,2019-06-12,1.11,2,298,13,0.0,0.98
15243,12191010,Chic Spacious Beachfront House,65482154,Antoinette,Queens,Arverne,40.58734,-73.79971,Entire home/apt,299,3,4,2019-05-27,0.31,1,318,4,0.2732,0.6
17519,13778127,Studio with own back yard and new kitchen,80886117,Joanna,Manhattan,Upper East Side,40.7731,-73.95169,Entire home/apt,150,4,20,2019-04-28,0.55,1,82,8,0.0,0.82
